,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label,
5300,"b'Lah, emangnya UI udah punya satgas?\n\nSetahu saya, belum ada satupun kampus di Indonesia yang punya satgas KS hasil\xe2\x80\xa6 https://t.co/zlR2kXRMTX'","b'lah, emangnya ui udah punya satgas?\n\nsetahu saya, belum ada satupun kampus di indonesia yang punya satgas ks hasil\xe2\x80\xa6 https://t.co/zlr2kxrmtx'",lah emangnya ui udah punya satgas nsetahu saya belum ada satupun kampus di indonesia yang punya satgas ks hasil  xa,"['lah', 'emangnya', 'ui', 'udah', 'punya', 'satgas', 'nsetahu', 'saya', 'belum', 'ada', 'satupun', 'kampus', 'di', 'indonesia', 'yang', 'punya', 'satgas', 'ks', 'hasil', 'xa']","['lah', 'emangnya', 'ui', 'udah', 'punya', 'satgas', 'nsetahu', 'saya', 'belum', 'ada', 'satupun', 'kampus', 'di', 'indonesia', 'yang', 'punya', 'satgas', 'ks', 'hasil', 'xa']",emangnya ui udah satgas nsetahu satupun kampus indonesia satgas ks hasil,emang ui udah satgas nsetahu satu kampus indonesia satgas ks hasil,,9
857,b'Lalu apakah kekerasan terhadap perempuan sudah terhapuskan? Tidak juga. Masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',b'lalu apakah kekerasan terhadap perempuan sudah terhapuskan? tidak juga. masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',lalu apakah kekerasan terhadap perempuan sudah terhapuskan tidak juga masih jauh untuk dikatakan bebas dari keker  xa,"['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker', 'xa']","['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker', 'xa']",kekerasan perempuan terhapuskan bebas keker,keras perempuan hapus bebas keker,0,
1232,"b'Lalu, bagaimana dampak kehadiran Permen PPKS menurut mahasiswa? Apa harapan mereka terhadap aturan ini? Simak opini\xe2\x80\xa6 https://t.co/3B56wfu1vC'","b'lalu, bagaimana dampak kehadiran permen ppks menurut mahasiswa? apa harapan mereka terhadap aturan ini? simak opini\xe2\x80\xa6 https://t.co/3b56wfu1vc'",lalu bagaimana dampak kehadiran permen ppks menurut mahasiswa apa harapan mereka terhadap aturan ini simak opini  xa,"['lalu', 'bagaimana', 'dampak', 'kehadiran', 'permen', 'ppks', 'menurut', 'mahasiswa', 'apa', 'harapan', 'mereka', 'terhadap', 'aturan', 'ini', 'simak', 'opini', 'xa']","['lalu', 'bagaimana', 'dampak', 'kehadiran', 'permen', 'ppks', 'menurut', 'mahasiswa', 'apa', 'harapan', 'mereka', 'terhadap', 'aturan', 'ini', 'simak', 'opini', 'xa']",dampak kehadiran permen ppks mahasiswa harapan aturan simak opini,dampak hadir permen ppks mahasiswa harap atur simak opini,1,
951,"b'Lalu, gimana sih sebenernya langkah negara menangani ini semua?\n\nDi tengah gawatnya kekerasan terhadap perempuan, p\xe2\x80\xa6 https://t.co/aKKClAQIFN'","b'lalu, gimana sih sebenernya langkah negara menangani ini semua?\n\ndi tengah gawatnya kekerasan terhadap perempuan, p\xe2\x80\xa6 https://t.co/akkclaqifn'",lalu gimana sih sebenernya langkah negara menangani ini semua ndi tengah gawatnya kekerasan terhadap perempuan  xa,"['lalu', 'gimana', 'sih', 'sebenernya', 'langkah', 'negara', 'menangani', 'ini', 'semua', 'ndi', 'tengah', 'gawatnya', 'kekerasan', 'terhadap', 'perempuan', 'xa']","['lalu', 'gimana', 'sih', 'sebenernya', 'langkah', 'negara', 'menangani', 'ini', 'semua', 'ndi', 'tengah', 'gawatnya', 'kekerasan', 'terhadap', 'perempuan', 'xa']",gimana sih sebenernya langkah negara menangani ndi gawatnya kekerasan perempuan,gimana sih sebenernya langkah negara tangan ndi gawat keras perempuan,1,
2051,b'@catchmeupid Lebih jelas stelah liat di podcast om dedy. Ad mas nadiem ma cinta laura jg. Poin utama mengacu pada m\xe2\x80\xa6 https://t.co/1iwIG6H2vQ',b'@catchmeupid lebih jelas stelah liat di podcast om dedy. ad mas nadiem ma cinta laura jg. poin utama mengacu pada m\xe2\x80\xa6 https://t.co/1iwig6h2vq',lebih jelas stelah liat di podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu pada  xa,"['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'xa']","['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'xa']",stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu,stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama acu,1,
698,"b'Lihat generasi muda kita sekarang.\n\nGegara policy SBY NoEnemyPolicy, radikalisme dibiarkan tumbuh subur sehingga ma\xe2\x80\xa6 https://t.co/bMznovumDo'","b'lihat generasi muda kita sekarang.\n\ngegara policy sby noenemypolicy, radikalisme dibiarkan tumbuh subur sehingga ma\xe2\x80\xa6 https://t.co/bmznovumdo'",lihat generasi muda kita sekarang ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur sehingga ma  xa,"['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'ma', 'xa']","['lihat', 'generasi', 'muda', 'kita', 'sekarang', 'ngegara', 'policy', 'sby', 'noenemypolicy', 'radikalisme', 'dibiarkan', 'tumbuh', 'subur', 'sehingga', 'ma', 'xa']",lihat generasi muda ngegara policy sby noenemypolicy radikalisme dibiarkan tumbuh subur ma,lihat generasi muda ngegara policy sby noenemypolicy radikalisme biar tumbuh subur ma,0,
926,"b'Lincolin sebagai figur teratas, banyak dikutip media pernyataannya tentang sikap Muhammadiyah yang menganggap Perme\xe2\x80\xa6 https://t.co/BauZ1QjKpt'","b'lincolin sebagai figur teratas, banyak dikutip media pernyataannya tentang sikap muhammadiyah yang menganggap perme\xe2\x80\xa6 https://t.co/bauz1qjkpt'",lincolin sebagai figur teratas banyak dikutip media pernyataannya tentang sikap muhammadiyah yang menganggap perme  xa,"['lincolin', 'sebagai', 'figur', 'teratas', 'banyak', 'dikutip', 'media', 'pernyataannya', 'tentang', 'sikap', 'muhammadiyah', 'yang', 'menganggap', 'perme', 'xa']","['lincolin', 'sebagai', 'figur', 'teratas', 'banyak', 'dikutip', 'media', 'pernyataannya', 'tentang', 'sikap', 'muhammadiyah', 'yang', 'menganggap', 'perme', 'xa']",lincolin figur teratas dikutip media pernyataannya sikap muhammadiyah menganggap perme,lincolin figur atas kutip media nyata sikap muhammadiyah anggap perme,0,
5363,b'Liputan @temponewsroom menulis tentang kasus Kekerasan Seksual di Lingkungan Kampus. Salah satunya dilakukan oleh G\xe2\x80\xa6 https://t.co/La7mwS7N2U',b'liputan @temponewsroom menulis tentang kasus kekerasan seksual di lingkungan kampus. salah satunya dilakukan oleh g\xe2\x80\xa6 https://t.co/la7mws7n2u',liputan menulis tentang kasus kekerasan seksual di lingkungan kampus salah satunya dilakukan oleh  xa,"['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'xa']","['liputan', 'menulis', 'tentang', 'kasus', 'kekerasan', 'seksual', 'di', 'lingkungan', 'kampus', 'salah', 'satunya', 'dilakukan', 'oleh', 'xa']",liputan menulis kekerasan seksual lingkungan kampus salah satunya,liput tulis keras seksual lingkung kampus salah satu,0,
1624,b'@n0useforname @slytheriki @pangbandrang @ciumbrellla @Nur13420342 @bertanyarl Lololo berlakunya Permendik PPKS adal\xe2\x80\xa6 https://t.co/3ZgRQAbnXu',b'@n0useforname @slytheriki @pangbandrang @ciumbrellla @nur13420342 @bertanyarl lololo berlakunya permendik ppks adal\xe2\x80\xa6 https://t.co/3zgrqabnxu',lololo berlakunya permendik ppks adal  xa,"['lololo', 'berlakunya', 'permendik', 'ppks', 'adal', 'xa']","['lololo', 'berlakunya', 'permendik', 'ppks', 'adal', 'xa']",lololo berlakunya permendik ppks adal,lololo laku dik ppks adal,1,
860,b'Mahasewa kelenger mulai lagi \nIndonesia \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8 berideologi Pancasila Harga Mati tidak bisa ditawar-tawar camkan itu \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xa6 https://t.co/cKQh8PWNhN',b'mahasewa kelenger mulai lagi \nindonesia \xf0\x9f\x87\xb2\xf0\x9f\x87\xa8 berideologi pancasila harga mati tidak bisa ditawar-tawar camkan itu \xe2\x80\xbc\xef\xb8\x8f\xe2\x80\xa6 https://t.co/ckqh8pwnhn',mahasewa kelenger mulai lagi nindonesia xf xb xf xa berideologi pancasila harga mati tidak bisa ditawar tawar camkan itu  xbc xef xb  xa,"['mahasewa', 'kelenger', 'mulai', 'lagi', 'nindonesia', 'xf', 'xb', 'xf', 'xa', 'berideologi', 'pancasila', 'harga', 'mati', 'tidak', 'bisa', 'ditawar', 'tawar', 'camkan', 'itu', 'xbc', 'xef', 'xb', 'xa']","['mahasewa', 'kelenger', 'mulai', 'lagi', 'nindonesia', 'xf', 'xb', 'xf', 'xa', 'berideologi', 'pancasila', 'harga', 'mati', 'tidak', 'bisa', 'ditawar', 'tawar', 'camkan', 'itu', 'xbc', 'xef', 'xb', 'xa']",mahasewa kelenger nindonesia xf xb xf berideologi pancasila harga mati ditawar tawar camkan xbc xef xb,mahasewa kelenger nindonesia xf xb xf ideologi pancasila harga mati tawar tawar cam xbc xef xb,,9
889,b'Mahasiswa Kadrun!!!\nhttps://t.co/m0AhNjJjGg',b'mahasiswa kadrun!!!\nhttps://t.co/m0ahnjjjgg',mahasiswa kadrun,"['mahasiswa', 'kadrun']","['mahasiswa', 'kadrun']",mahasiswa kadrun,mahasiswa kadrun,,9
852,"b'Mahasiswa kurang piknik, Mereka pikir syariah itu eliksir ya.\n https://t.co/BmHLHzs8gC'","b'mahasiswa kurang piknik, mereka pikir syariah itu eliksir ya.\n https://t.co/bmhlhzs8gc'",mahasiswa kurang piknik mereka pikir syariah itu eliksir ya,"['mahasiswa', 'kurang', 'piknik', 'mereka', 'pikir', 'syariah', 'itu', 'eliksir', 'ya']","['mahasiswa', 'kurang', 'piknik', 'mereka', 'pikir', 'syariah', 'itu', 'eliksir', 'ya']",mahasiswa piknik pikir syariah eliksir ya,mahasiswa piknik pikir syariah eliksir ya,,9
1016,b'Maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan UU PPKS s\xe2\x80\xa6 https://t.co/atCvWj7UUo',b'maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks s\xe2\x80\xa6 https://t.co/atcvwj7uuo',maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks  xa,"['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks', 'xa']","['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks', 'xa']",kekerasan seksual lingkungan kampus lingkungan sosial diselesaikan uu ppks,keras seksual lingkung kampus lingkung sosial selesai uu ppks,0,
5362,b'mantap banget kampus aku punya satgas ppks coy.',b'mantap banget kampus aku punya satgas ppks coy.',mantap banget kampus aku punya satgas ppks coy,"['mantap', 'banget', 'kampus', 'aku', 'punya', 'satgas', 'ppks', 'coy']","['mantap', 'banget', 'kampus', 'aku', 'punya', 'satgas', 'ppks', 'coy']",mantap banget kampus satgas ppks coy,mantap banget kampus satgas ppks coy,1,
4766,b'@bertanyarl Mau baca ppks nya dimana yaaa?',b'@bertanyarl mau baca ppks nya dimana yaaa?',mau baca ppks nya dimana yaaa,"['mau', 'baca', 'ppks', 'nya', 'dimana', 'yaaa']","['mau', 'baca', 'ppks', 'nya', 'dimana', 'yaaa']",baca ppks nya dimana yaaa,baca ppks nya mana yaaa,,9
142,b'@JIYus18 medan bang\n\nhttps://t.co/H2TTEYmCER',b'@jiyus18 medan bang\n\nhttps://t.co/h2tteymcer',medan bang,"['medan', 'bang']","['medan', 'bang']",medan bang,medan bang,,9
230,b'Memahami Ambiguitas dan Kontroversi Permendikbud PPKS Secara Linguistik https://t.co/NYRRTYiojd',b'memahami ambiguitas dan kontroversi permendikbud ppks secara linguistik https://t.co/nyrrtyiojd',memahami ambiguitas dan kontroversi permendikbud ppks secara linguistik,"['memahami', 'ambiguitas', 'dan', 'kontroversi', 'permendikbud', 'ppks', 'secara', 'linguistik']","['memahami', 'ambiguitas', 'dan', 'kontroversi', 'permendikbud', 'ppks', 'secara', 'linguistik']",memahami ambiguitas kontroversi permendikbud ppks linguistik,paham ambiguitas kontroversi permendikbud ppks linguistik,0,
5401,b'Membahas tentang kontroversi Pemendikbud PPKS dan kondisi neraca perdagangan negara. https://t.co/qhDvUiKFYk',b'membahas tentang kontroversi pemendikbud ppks dan kondisi neraca perdagangan negara. https://t.co/qhdvuikfyk',membahas tentang kontroversi pemendikbud ppks dan kondisi neraca perdagangan negara,"['membahas', 'tentang', 'kontroversi', 'pemendikbud', 'ppks', 'dan', 'kondisi', 'neraca', 'perdagangan', 'negara']","['membahas', 'tentang', 'kontroversi', 'pemendikbud', 'ppks', 'dan', 'kondisi', 'neraca', 'perdagangan', 'negara']",membahas kontroversi pemendikbud ppks kondisi neraca perdagangan negara,bahas kontroversi pemendikbud ppks kondisi neraca dagang negara,0,
631,"b'MEMBINGUNGKAN\nKnp mrk protes dgn Permendikbud ini,padahalkan isinya msh senada dgn KUHP yg skrg?. \n\nCoba bandingkan\xe2\x80\xa6 https://t.co/6uiz3uCLWJ'","b'membingungkan\nknp mrk protes dgn permendikbud ini,padahalkan isinya msh senada dgn kuhp yg skrg?. \n\ncoba bandingkan\xe2\x80\xa6 https://t.co/6uiz3uclwj'",membingungkan nknp mrk protes dgn permendikbud ini padahalkan isinya msh senada dgn kuhp yg skrg ncoba bandingkan  xa,"['membingungkan', 'nknp', 'mrk', 'protes', 'dgn', 'permendikbud', 'ini', 'padahalkan', 'isinya', 'msh', 'senada', 'dgn', 'kuhp', 'yg', 'skrg', 'ncoba', 'bandingkan', 'xa']","['membingungkan', 'nknp', 'mrk', 'protes', 'dgn', 'permendikbud', 'ini', 'padahalkan', 'isinya', 'msh', 'senada', 'dgn', 'kuhp', 'yg', 'skrg', 'ncoba', 'bandingkan', 'xa']",membingungkan nknp mrk protes dgn permendikbud padahalkan isinya msh senada dgn kuhp yg skrg ncoba bandingkan,bingung nknp mrk protes dgn permendikbud padahal isi msh nada dgn kuhp yg skrg ncoba banding,0,
5410,"b'Menag @gusyaqut\n Mengatakan: Kementerian Agama mendukung kebijakan Kementerian Pendidikan, Kebudayaan, Riset, dan T\xe2\x80\xa6 https://t.co/t96LF1qXuX'","b'menag @gusyaqut\n mengatakan: kementerian agama mendukung kebijakan kementerian pendidikan, kebudayaan, riset, dan t\xe2\x80\xa6 https://t.co/t96lf1qxux'",menag mengatakan kementerian agama mendukung kebijakan kementerian pendidikan kebudayaan riset dan  xa,"['menag', 'mengatakan', 'kementerian', 'agama', 'mendukung', 'kebijakan', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'xa']","['menag', 'mengatakan', 'kementerian', 'agama', 'mendukung', 'kebijakan', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'xa']",menag kementerian agama mendukung kebijakan kementerian pendidikan kebudayaan riset,menag menteri agama dukung bijak menteri didik budaya riset,1,
1144,"b'Mendikbud Ristek Nadiem Makarim menegaskan, ruang lingkup Permendikbud Ristek Nomor 30 Tahun 2021 hanya mengatur so\xe2\x80\xa6 https://t.co/3xZgLZAVOL'","b'mendikbud ristek nadiem makarim menegaskan, ruang lingkup permendikbud ristek nomor 30 tahun 2021 hanya mengatur so\xe2\x80\xa6 https://t.co/3xzglzavol'",mendikbud ristek nadiem makarim menegaskan ruang lingkup permendikbud ristek nomor tahun hanya mengatur so  xa,"['mendikbud', 'ristek', 'nadiem', 'makarim', 'menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'so', 'xa']","['mendikbud', 'ristek', 'nadiem', 'makarim', 'menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'so', 'xa']",mendikbud ristek nadiem makarim ruang lingkup permendikbud ristek nomor mengatur so,mendikbud ristek nadiem makarim ruang lingkup permendikbud ristek nomor atur so,1,
798,"b'Mendikbudristek, Nadiem Makarim menetapkan Peraturan Menteri Pendidikan, Kebudayan, Riset, dan Teknologi (Permendik\xe2\x80\xa6 https://t.co/AmdO6Mrv8v'","b'mendikbudristek, nadiem makarim menetapkan peraturan menteri pendidikan, kebudayan, riset, dan teknologi (permendik\xe2\x80\xa6 https://t.co/amdo6mrv8v'",mendikbudristek nadiem makarim menetapkan peraturan menteri pendidikan kebudayan riset dan teknologi permendik  xa,"['mendikbudristek', 'nadiem', 'makarim', 'menetapkan', 'peraturan', 'menteri', 'pendidikan', 'kebudayan', 'riset', 'dan', 'teknologi', 'permendik', 'xa']","['mendikbudristek', 'nadiem', 'makarim', 'menetapkan', 'peraturan', 'menteri', 'pendidikan', 'kebudayan', 'riset', 'dan', 'teknologi', 'permendik', 'xa']",mendikbudristek nadiem makarim menetapkan peraturan menteri pendidikan kebudayan riset teknologi permendik,mendikbudristek nadiem makarim tetap atur menteri didik kebudayan riset teknologi dik,1,
1,b'Mendukung Permendikbud Ristek 30 / 2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awa\xe2\x80\xa6 https://t.co/Yb1umgPjTg',b'mendukung permendikbud ristek 30 / 2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awa\xe2\x80\xa6 https://t.co/yb1umgpjtg',mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awa  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awa', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awa', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah awa,dukung permendikbud ristek ppks lingkung guru permen langkah awa,1,
19,b'Mendukung Permendikbud Ristek 30/2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awal\xe2\x80\xa6 https://t.co/os9TG4bL12',b'mendukung permendikbud ristek 30/2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awal\xe2\x80\xa6 https://t.co/os9tg4bl12',mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awal  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah,dukung permendikbud ristek ppks lingkung guru permen langkah,1,
993,"b'@nadiemmakarim menegaskan, ruang lingkup Permendikbud Ristek Nomor 30 Tahun 2021 hanya mengatur soal kekerasan seks\xe2\x80\xa6 https://t.co/HRZ96Ld9vb'","b'@nadiemmakarim menegaskan, ruang lingkup permendikbud ristek nomor 30 tahun 2021 hanya mengatur soal kekerasan seks\xe2\x80\xa6 https://t.co/hrz96ld9vb'",menegaskan ruang lingkup permendikbud ristek nomor tahun hanya mengatur soal kekerasan seks  xa,"['menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'soal', 'kekerasan', 'seks', 'xa']","['menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'soal', 'kekerasan', 'seks', 'xa']",ruang lingkup permendikbud ristek nomor mengatur kekerasan seks,ruang lingkup permendikbud ristek nomor atur keras seks,1,
5423,"b'Menilik isi Permen PPKS, tampak jelas pertentangannya dengan ajaran Islam dan membahayakan umat. Permen ini, jika d\xe2\x80\xa6 https://t.co/ofKfaDZx30'","b'menilik isi permen ppks, tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat. permen ini, jika d\xe2\x80\xa6 https://t.co/ofkfadzx30'",menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat permen ini jika  xa,"['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']","['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']",menilik isi permen ppks pertentangannya ajaran islam membahayakan umat permen,tilik isi permen ppks tentang ajar islam bahaya umat permen,1,
5420,"b'Menilik isi Permen PPKS,tampak jelas pertentangannya dengan ajaran Islam danmembahayakan umat.Permen ini,jika diter\xe2\x80\xa6 https://t.co/NL9K3wqNP0'","b'menilik isi permen ppks,tampak jelas pertentangannya dengan ajaran islam danmembahayakan umat.permen ini,jika diter\xe2\x80\xa6 https://t.co/nl9k3wqnp0'",menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam danmembahayakan umat permen ini jika diter  xa,"['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'danmembahayakan', 'umat', 'permen', 'ini', 'jika', 'diter', 'xa']","['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'danmembahayakan', 'umat', 'permen', 'ini', 'jika', 'diter', 'xa']",menilik isi permen ppks pertentangannya ajaran islam danmembahayakan umat permen diter,tilik isi permen ppks tentang ajar islam danmembahayakan umat permen ter,1,
