No,Tweets,Case_Folding,Data_Cleaning,Tokenize,Normalization,Stopwords,Stemming,Label
976,b'Kiyai Said Aqul selesaikan kontroversi PPKS Perkemendikbud dengan rapi bersama Menteri Nadiem \xf0\x9f\x91\x8d\n#kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/MYegCPKLsg',b'kiyai said aqul selesaikan kontroversi ppks perkemendikbud dengan rapi bersama menteri nadiem \xf0\x9f\x91\x8d\n#kiaisaid #buyasaid\xe2\x80\xa6 https://t.co/myegcpklsg',kiyai said aqul selesaikan kontroversi ppks perkemendikbud dengan rapi bersama menteri nadiem xf kiaisaid buyasaid  xa,"['kiyai', 'said', 'aqul', 'selesaikan', 'kontroversi', 'ppks', 'perkemendikbud', 'dengan', 'rapi', 'bersama', 'menteri', 'nadiem', 'xf', 'kiaisaid', 'buyasaid', 'xa']","['kiyai', 'said', 'aqul', 'selesaikan', 'kontroversi', 'ppks', 'perkemendikbud', 'dengan', 'rapi', 'bersama', 'menteri', 'nadiem', 'xf', 'kiaisaid', 'buyasaid', 'xa']",kiyai said aqul selesaikan kontroversi ppks perkemendikbud rapi menteri nadiem kiaisaid buyasaid,kiyai said aqul selesai kontroversi ppks perkemendikbud rapi menteri nadiem kiaisaid buyasaid,0
975,b'Kiyai Saiq Aqil Selesaikan Kontroversi PPKS Permendikbud dengan rapi https://t.co/y7C6aAUHRH',b'kiyai saiq aqil selesaikan kontroversi ppks permendikbud dengan rapi https://t.co/y7c6aauhrh',kiyai saiq aqil selesaikan kontroversi ppks permendikbud dengan rapi,"['kiyai', 'saiq', 'aqil', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'dengan', 'rapi']","['kiyai', 'saiq', 'aqil', 'selesaikan', 'kontroversi', 'ppks', 'permendikbud', 'dengan', 'rapi']",kiyai saiq aqil selesaikan kontroversi ppks permendikbud rapi,kiyai saiq aqil selesai kontroversi ppks permendikbud rapi,0
488,b'Kok gak jelas mahasiswa darimana. @DivHumas_Polri gak ada niatan gitu ngirim Densus 88 buat ngobrol sama adek2 yg d\xe2\x80\xa6 https://t.co/L7CcXklaWx',b'kok gak jelas mahasiswa darimana. @divhumas_polri gak ada niatan gitu ngirim densus 88 buat ngobrol sama adek2 yg d\xe2\x80\xa6 https://t.co/l7ccxklawx',kok gak jelas mahasiswa darimana gak ada niatan gitu ngirim densus buat ngobrol sama adek yg  xa,"['kok', 'gak', 'jelas', 'mahasiswa', 'darimana', 'gak', 'ada', 'niatan', 'gitu', 'ngirim', 'densus', 'buat', 'ngobrol', 'sama', 'adek', 'yg', 'xa']","['kok', 'gak', 'jelas', 'mahasiswa', 'darimana', 'gak', 'ada', 'niatan', 'gitu', 'ngirim', 'densus', 'buat', 'ngobrol', 'sama', 'adek', 'yg', 'xa']",gak mahasiswa darimana gak niatan gitu ngirim densus ngobrol adek yg,gak mahasiswa darimana gak niat gitu ngirim densus ngobrol adek yg,0
928,b'Komisi V Sebut Permendikbud PPKS Harus Dicabut dan Tolak RUU\xc2\xa0TPKS https://t.co/nkYkaBmlCU',b'komisi v sebut permendikbud ppks harus dicabut dan tolak ruu\xc2\xa0tpks https://t.co/nkykabmlcu',komisi sebut permendikbud ppks harus dicabut dan tolak ruu xc xa tpks,"['komisi', 'sebut', 'permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']","['komisi', 'sebut', 'permendikbud', 'ppks', 'harus', 'dicabut', 'dan', 'tolak', 'ruu', 'xc', 'xa', 'tpks']",komisi permendikbud ppks dicabut tolak ruu tpks,komisi permendikbud ppks cabut tolak ruu tpks,0
4739,"b'Kontroversi Permendikbud Ristek PPKS, Seks Bebas Dilegalkan?\n\nOleh: Mesi Tri Jayanti, S.H\n[Sahabat TintaSiyasi]\n\nhttps://t.co/ci6WyzKMNE'","b'kontroversi permendikbud ristek ppks, seks bebas dilegalkan?\n\noleh: mesi tri jayanti, s.h\n[sahabat tintasiyasi]\n\nhttps://t.co/ci6wyzkmne'",kontroversi permendikbud ristek ppks seks bebas dilegalkan noleh mesi tri jayanti,"['kontroversi', 'permendikbud', 'ristek', 'ppks', 'seks', 'bebas', 'dilegalkan', 'noleh', 'mesi', 'tri', 'jayanti']","['kontroversi', 'permendikbud', 'ristek', 'ppks', 'seks', 'bebas', 'dilegalkan', 'noleh', 'mesi', 'tri', 'jayanti']",kontroversi permendikbud ristek ppks seks bebas dilegalkan noleh mesi tri jayanti,kontroversi permendikbud ristek ppks seks bebas legal noleh mes tri jayanti,0
857,b'Lalu apakah kekerasan terhadap perempuan sudah terhapuskan? Tidak juga. Masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',b'lalu apakah kekerasan terhadap perempuan sudah terhapuskan? tidak juga. masih jauh untuk dikatakan bebas dari keker\xe2\x80\xa6 https://t.co/79naob3g4e',lalu apakah kekerasan terhadap perempuan sudah terhapuskan tidak juga masih jauh untuk dikatakan bebas dari keker  xa,"['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker', 'xa']","['lalu', 'apakah', 'kekerasan', 'terhadap', 'perempuan', 'sudah', 'terhapuskan', 'tidak', 'juga', 'masih', 'jauh', 'untuk', 'dikatakan', 'bebas', 'dari', 'keker', 'xa']",kekerasan perempuan terhapuskan bebas keker,keras perempuan hapus bebas keker,0
1232,"b'Lalu, bagaimana dampak kehadiran Permen PPKS menurut mahasiswa? Apa harapan mereka terhadap aturan ini? Simak opini\xe2\x80\xa6 https://t.co/3B56wfu1vC'","b'lalu, bagaimana dampak kehadiran permen ppks menurut mahasiswa? apa harapan mereka terhadap aturan ini? simak opini\xe2\x80\xa6 https://t.co/3b56wfu1vc'",lalu bagaimana dampak kehadiran permen ppks menurut mahasiswa apa harapan mereka terhadap aturan ini simak opini  xa,"['lalu', 'bagaimana', 'dampak', 'kehadiran', 'permen', 'ppks', 'menurut', 'mahasiswa', 'apa', 'harapan', 'mereka', 'terhadap', 'aturan', 'ini', 'simak', 'opini', 'xa']","['lalu', 'bagaimana', 'dampak', 'kehadiran', 'permen', 'ppks', 'menurut', 'mahasiswa', 'apa', 'harapan', 'mereka', 'terhadap', 'aturan', 'ini', 'simak', 'opini', 'xa']",dampak kehadiran permen ppks mahasiswa harapan aturan simak opini,dampak hadir permen ppks mahasiswa harap atur simak opini,1
2051,b'@catchmeupid Lebih jelas stelah liat di podcast om dedy. Ad mas nadiem ma cinta laura jg. Poin utama mengacu pada m\xe2\x80\xa6 https://t.co/1iwIG6H2vQ',b'@catchmeupid lebih jelas stelah liat di podcast om dedy. ad mas nadiem ma cinta laura jg. poin utama mengacu pada m\xe2\x80\xa6 https://t.co/1iwig6h2vq',lebih jelas stelah liat di podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu pada  xa,"['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'xa']","['lebih', 'jelas', 'stelah', 'liat', 'di', 'podcast', 'om', 'dedy', 'ad', 'mas', 'nadiem', 'ma', 'cinta', 'laura', 'jg', 'poin', 'utama', 'mengacu', 'pada', 'xa']",stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama mengacu,stelah liat podcast om dedy ad mas nadiem ma cinta laura jg poin utama acu,1
926,"b'Lincolin sebagai figur teratas, banyak dikutip media pernyataannya tentang sikap Muhammadiyah yang menganggap Perme\xe2\x80\xa6 https://t.co/BauZ1QjKpt'","b'lincolin sebagai figur teratas, banyak dikutip media pernyataannya tentang sikap muhammadiyah yang menganggap perme\xe2\x80\xa6 https://t.co/bauz1qjkpt'",lincolin sebagai figur teratas banyak dikutip media pernyataannya tentang sikap muhammadiyah yang menganggap perme  xa,"['lincolin', 'sebagai', 'figur', 'teratas', 'banyak', 'dikutip', 'media', 'pernyataannya', 'tentang', 'sikap', 'muhammadiyah', 'yang', 'menganggap', 'perme', 'xa']","['lincolin', 'sebagai', 'figur', 'teratas', 'banyak', 'dikutip', 'media', 'pernyataannya', 'tentang', 'sikap', 'muhammadiyah', 'yang', 'menganggap', 'perme', 'xa']",lincolin figur teratas dikutip media pernyataannya sikap muhammadiyah menganggap perme,lincolin figur atas kutip media nyata sikap muhammadiyah anggap perme,0
1624,b'@n0useforname @slytheriki @pangbandrang @ciumbrellla @Nur13420342 @bertanyarl Lololo berlakunya Permendik PPKS adal\xe2\x80\xa6 https://t.co/3ZgRQAbnXu',b'@n0useforname @slytheriki @pangbandrang @ciumbrellla @nur13420342 @bertanyarl lololo berlakunya permendik ppks adal\xe2\x80\xa6 https://t.co/3zgrqabnxu',lololo berlakunya permendik ppks adal  xa,"['lololo', 'berlakunya', 'permendik', 'ppks', 'adal', 'xa']","['lololo', 'berlakunya', 'permendik', 'ppks', 'adal', 'xa']",lololo berlakunya permendik ppks adal,lololo laku dik ppks adal,1
1016,b'Maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan UU PPKS s\xe2\x80\xa6 https://t.co/atCvWj7UUo',b'maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks s\xe2\x80\xa6 https://t.co/atcvwj7uuo',maka kekerasan seksual baik di lingkungan kampus maupun lingkungan sosial tidak cukup diselesaikan dengan uu ppks  xa,"['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks', 'xa']","['maka', 'kekerasan', 'seksual', 'baik', 'di', 'lingkungan', 'kampus', 'maupun', 'lingkungan', 'sosial', 'tidak', 'cukup', 'diselesaikan', 'dengan', 'uu', 'ppks', 'xa']",kekerasan seksual lingkungan kampus lingkungan sosial diselesaikan uu ppks,keras seksual lingkung kampus lingkung sosial selesai uu ppks,0
5362,b'mantap banget kampus aku punya satgas ppks coy.',b'mantap banget kampus aku punya satgas ppks coy.',mantap banget kampus aku punya satgas ppks coy,"['mantap', 'banget', 'kampus', 'aku', 'punya', 'satgas', 'ppks', 'coy']","['mantap', 'banget', 'kampus', 'aku', 'punya', 'satgas', 'ppks', 'coy']",mantap banget kampus satgas ppks coy,mantap banget kampus satgas ppks coy,1
230,b'Memahami Ambiguitas dan Kontroversi Permendikbud PPKS Secara Linguistik https://t.co/NYRRTYiojd',b'memahami ambiguitas dan kontroversi permendikbud ppks secara linguistik https://t.co/nyrrtyiojd',memahami ambiguitas dan kontroversi permendikbud ppks secara linguistik,"['memahami', 'ambiguitas', 'dan', 'kontroversi', 'permendikbud', 'ppks', 'secara', 'linguistik']","['memahami', 'ambiguitas', 'dan', 'kontroversi', 'permendikbud', 'ppks', 'secara', 'linguistik']",memahami ambiguitas kontroversi permendikbud ppks linguistik,paham ambiguitas kontroversi permendikbud ppks linguistik,0
5401,b'Membahas tentang kontroversi Pemendikbud PPKS dan kondisi neraca perdagangan negara. https://t.co/qhDvUiKFYk',b'membahas tentang kontroversi pemendikbud ppks dan kondisi neraca perdagangan negara. https://t.co/qhdvuikfyk',membahas tentang kontroversi pemendikbud ppks dan kondisi neraca perdagangan negara,"['membahas', 'tentang', 'kontroversi', 'pemendikbud', 'ppks', 'dan', 'kondisi', 'neraca', 'perdagangan', 'negara']","['membahas', 'tentang', 'kontroversi', 'pemendikbud', 'ppks', 'dan', 'kondisi', 'neraca', 'perdagangan', 'negara']",membahas kontroversi pemendikbud ppks kondisi neraca perdagangan negara,bahas kontroversi pemendikbud ppks kondisi neraca dagang negara,0
631,"b'MEMBINGUNGKAN\nKnp mrk protes dgn Permendikbud ini,padahalkan isinya msh senada dgn KUHP yg skrg?. \n\nCoba bandingkan\xe2\x80\xa6 https://t.co/6uiz3uCLWJ'","b'membingungkan\nknp mrk protes dgn permendikbud ini,padahalkan isinya msh senada dgn kuhp yg skrg?. \n\ncoba bandingkan\xe2\x80\xa6 https://t.co/6uiz3uclwj'",membingungkan nknp mrk protes dgn permendikbud ini padahalkan isinya msh senada dgn kuhp yg skrg ncoba bandingkan  xa,"['membingungkan', 'nknp', 'mrk', 'protes', 'dgn', 'permendikbud', 'ini', 'padahalkan', 'isinya', 'msh', 'senada', 'dgn', 'kuhp', 'yg', 'skrg', 'ncoba', 'bandingkan', 'xa']","['membingungkan', 'nknp', 'mrk', 'protes', 'dgn', 'permendikbud', 'ini', 'padahalkan', 'isinya', 'msh', 'senada', 'dgn', 'kuhp', 'yg', 'skrg', 'ncoba', 'bandingkan', 'xa']",membingungkan nknp mrk protes dgn permendikbud padahalkan isinya msh senada dgn kuhp yg skrg ncoba bandingkan,bingung nknp mrk protes dgn permendikbud padahal isi msh nada dgn kuhp yg skrg ncoba banding,0
5410,"b'Menag @gusyaqut\n Mengatakan: Kementerian Agama mendukung kebijakan Kementerian Pendidikan, Kebudayaan, Riset, dan T\xe2\x80\xa6 https://t.co/t96LF1qXuX'","b'menag @gusyaqut\n mengatakan: kementerian agama mendukung kebijakan kementerian pendidikan, kebudayaan, riset, dan t\xe2\x80\xa6 https://t.co/t96lf1qxux'",menag mengatakan kementerian agama mendukung kebijakan kementerian pendidikan kebudayaan riset dan  xa,"['menag', 'mengatakan', 'kementerian', 'agama', 'mendukung', 'kebijakan', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'xa']","['menag', 'mengatakan', 'kementerian', 'agama', 'mendukung', 'kebijakan', 'kementerian', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'xa']",menag kementerian agama mendukung kebijakan kementerian pendidikan kebudayaan riset,menag menteri agama dukung bijak menteri didik budaya riset,1
1144,"b'Mendikbud Ristek Nadiem Makarim menegaskan, ruang lingkup Permendikbud Ristek Nomor 30 Tahun 2021 hanya mengatur so\xe2\x80\xa6 https://t.co/3xZgLZAVOL'","b'mendikbud ristek nadiem makarim menegaskan, ruang lingkup permendikbud ristek nomor 30 tahun 2021 hanya mengatur so\xe2\x80\xa6 https://t.co/3xzglzavol'",mendikbud ristek nadiem makarim menegaskan ruang lingkup permendikbud ristek nomor tahun hanya mengatur so  xa,"['mendikbud', 'ristek', 'nadiem', 'makarim', 'menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'so', 'xa']","['mendikbud', 'ristek', 'nadiem', 'makarim', 'menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'so', 'xa']",mendikbud ristek nadiem makarim ruang lingkup permendikbud ristek nomor mengatur so,mendikbud ristek nadiem makarim ruang lingkup permendikbud ristek nomor atur so,1
798,"b'Mendikbudristek, Nadiem Makarim menetapkan Peraturan Menteri Pendidikan, Kebudayan, Riset, dan Teknologi (Permendik\xe2\x80\xa6 https://t.co/AmdO6Mrv8v'","b'mendikbudristek, nadiem makarim menetapkan peraturan menteri pendidikan, kebudayan, riset, dan teknologi (permendik\xe2\x80\xa6 https://t.co/amdo6mrv8v'",mendikbudristek nadiem makarim menetapkan peraturan menteri pendidikan kebudayan riset dan teknologi permendik  xa,"['mendikbudristek', 'nadiem', 'makarim', 'menetapkan', 'peraturan', 'menteri', 'pendidikan', 'kebudayan', 'riset', 'dan', 'teknologi', 'permendik', 'xa']","['mendikbudristek', 'nadiem', 'makarim', 'menetapkan', 'peraturan', 'menteri', 'pendidikan', 'kebudayan', 'riset', 'dan', 'teknologi', 'permendik', 'xa']",mendikbudristek nadiem makarim menetapkan peraturan menteri pendidikan kebudayan riset teknologi permendik,mendikbudristek nadiem makarim tetap atur menteri didik kebudayan riset teknologi dik,1
1,b'Mendukung Permendikbud Ristek 30 / 2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awa\xe2\x80\xa6 https://t.co/Yb1umgPjTg',b'mendukung permendikbud ristek 30 / 2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awa\xe2\x80\xa6 https://t.co/yb1umgpjtg',mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awa  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awa', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awa', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah awa,dukung permendikbud ristek ppks lingkung guru permen langkah awa,1
19,b'Mendukung Permendikbud Ristek 30/2021 tentang PPKS di lingkungan perguruan tinggi. Permen ini menjadi langkah awal\xe2\x80\xa6 https://t.co/os9TG4bL12',b'mendukung permendikbud ristek 30/2021 tentang ppks di lingkungan perguruan tinggi. permen ini menjadi langkah awal\xe2\x80\xa6 https://t.co/os9tg4bl12',mendukung permendikbud ristek tentang ppks di lingkungan perguruan tinggi permen ini menjadi langkah awal  xa,"['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'xa']","['mendukung', 'permendikbud', 'ristek', 'tentang', 'ppks', 'di', 'lingkungan', 'perguruan', 'tinggi', 'permen', 'ini', 'menjadi', 'langkah', 'awal', 'xa']",mendukung permendikbud ristek ppks lingkungan perguruan permen langkah,dukung permendikbud ristek ppks lingkung guru permen langkah,1
993,"b'@nadiemmakarim menegaskan, ruang lingkup Permendikbud Ristek Nomor 30 Tahun 2021 hanya mengatur soal kekerasan seks\xe2\x80\xa6 https://t.co/HRZ96Ld9vb'","b'@nadiemmakarim menegaskan, ruang lingkup permendikbud ristek nomor 30 tahun 2021 hanya mengatur soal kekerasan seks\xe2\x80\xa6 https://t.co/hrz96ld9vb'",menegaskan ruang lingkup permendikbud ristek nomor tahun hanya mengatur soal kekerasan seks  xa,"['menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'soal', 'kekerasan', 'seks', 'xa']","['menegaskan', 'ruang', 'lingkup', 'permendikbud', 'ristek', 'nomor', 'tahun', 'hanya', 'mengatur', 'soal', 'kekerasan', 'seks', 'xa']",ruang lingkup permendikbud ristek nomor mengatur kekerasan seks,ruang lingkup permendikbud ristek nomor atur keras seks,1
5423,"b'Menilik isi Permen PPKS, tampak jelas pertentangannya dengan ajaran Islam dan membahayakan umat. Permen ini, jika d\xe2\x80\xa6 https://t.co/ofKfaDZx30'","b'menilik isi permen ppks, tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat. permen ini, jika d\xe2\x80\xa6 https://t.co/ofkfadzx30'",menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam dan membahayakan umat permen ini jika  xa,"['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']","['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jika', 'xa']",menilik isi permen ppks pertentangannya ajaran islam membahayakan umat permen,tilik isi permen ppks tentang ajar islam bahaya umat permen,0
5420,"b'Menilik isi Permen PPKS,tampak jelas pertentangannya dengan ajaran Islam danmembahayakan umat.Permen ini,jika diter\xe2\x80\xa6 https://t.co/NL9K3wqNP0'","b'menilik isi permen ppks,tampak jelas pertentangannya dengan ajaran islam danmembahayakan umat.permen ini,jika diter\xe2\x80\xa6 https://t.co/nl9k3wqnp0'",menilik isi permen ppks tampak jelas pertentangannya dengan ajaran islam danmembahayakan umat permen ini jika diter  xa,"['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'danmembahayakan', 'umat', 'permen', 'ini', 'jika', 'diter', 'xa']","['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dengan', 'ajaran', 'islam', 'danmembahayakan', 'umat', 'permen', 'ini', 'jika', 'diter', 'xa']",menilik isi permen ppks pertentangannya ajaran islam danmembahayakan umat permen diter,tilik isi permen ppks tentang ajar islam danmembahayakan umat permen ter,0
5415,"b'Menilik isi Permen PPKS, tampak jelas pertentangannya dg ajaran Islam dan membahayakan umat. Permen ini, jk diterap\xe2\x80\xa6 https://t.co/henY9VBquH'","b'menilik isi permen ppks, tampak jelas pertentangannya dg ajaran islam dan membahayakan umat. permen ini, jk diterap\xe2\x80\xa6 https://t.co/heny9vbquh'",menilik isi permen ppks tampak jelas pertentangannya dg ajaran islam dan membahayakan umat permen ini jk diterap  xa,"['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dg', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jk', 'diterap', 'xa']","['menilik', 'isi', 'permen', 'ppks', 'tampak', 'jelas', 'pertentangannya', 'dg', 'ajaran', 'islam', 'dan', 'membahayakan', 'umat', 'permen', 'ini', 'jk', 'diterap', 'xa']",menilik isi permen ppks pertentangannya dg ajaran islam membahayakan umat permen jk diterap,tilik isi permen ppks tentang dg ajar islam bahaya umat permen jk terap,0
5023,"b'Menteri Pendidikan, Kebudayaan, Riset dan Teknologi (Mendikbudristek) Nadiem Makarim menyambangi PBNU untuk memberi\xe2\x80\xa6 https://t.co/3DSSKOVSkO'","b'menteri pendidikan, kebudayaan, riset dan teknologi (mendikbudristek) nadiem makarim menyambangi pbnu untuk memberi\xe2\x80\xa6 https://t.co/3dsskovsko'",menteri pendidikan kebudayaan riset dan teknologi mendikbudristek nadiem makarim menyambangi pbnu untuk memberi  xa,"['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'xa']","['menteri', 'pendidikan', 'kebudayaan', 'riset', 'dan', 'teknologi', 'mendikbudristek', 'nadiem', 'makarim', 'menyambangi', 'pbnu', 'untuk', 'memberi', 'xa']",menteri pendidikan kebudayaan riset teknologi mendikbudristek nadiem makarim menyambangi pbnu,menteri didik budaya riset teknologi mendikbudristek nadiem makarim sambang pbnu,1
2878,"b'@bertanyarl Menurut aku itu berarti permendikbud  ppks bener"" memberikan dampak baik, karna korban"" yang sebelumnya\xe2\x80\xa6 https://t.co/kzpZuu1ssA'","b'@bertanyarl menurut aku itu berarti permendikbud  ppks bener"" memberikan dampak baik, karna korban"" yang sebelumnya\xe2\x80\xa6 https://t.co/kzpzuu1ssa'",menurut aku itu berarti permendikbud ppks bener memberikan dampak baik karna korban yang sebelumnya  xa,"['menurut', 'aku', 'itu', 'berarti', 'permendikbud', 'ppks', 'bener', 'memberikan', 'dampak', 'baik', 'karna', 'korban', 'yang', 'sebelumnya', 'xa']","['menurut', 'aku', 'itu', 'berarti', 'permendikbud', 'ppks', 'bener', 'memberikan', 'dampak', 'baik', 'karna', 'korban', 'yang', 'sebelumnya', 'xa']",permendikbud ppks bener dampak karna korban,permendikbud ppks bener dampak karna korban,1
